Unnamed: 0,follower,visited
3333,polianamchad,False
3334,keniaacsg,False
3335,camiljrd,False
3336,didi.ar,False
3337,bruna.corso,False
3338,milena.yumi,False
3339,anapaulamuhlenhoff,False
3340,cleversonbet,False
3341,cristmach0,False
3342,ssouzaangelo,False
3343,alvaro_brambilla,False
3344,marcokvendramin,False
3345,osmarcastrojr,False
3346,beakomori,False
3347,thai_asimoes,False
3348,miguelopes.augusto,False
3349,lu4na_an4,False
3350,lucamarg,False
3351,gustavo_grubba,False
3352,luis_cbc,False
3353,016_lly,False
3354,__everson77,False
3355,nmicheski,False
3356,adriosconsultoria,False
3357,proemutfpr,False
3358,maremato.ecoturismo,False
3359,_giovannafs_,False
3360,antonioerose_,False
3361,luis_eduardo_lon,False
3362,royaldataset,False
3363,alikpereirafreitas,False
3364,pv_markb,False
3365,viitor.cwb,False
3366,deniovinicius,False
3367,dehsouzaa__,False
3368,samukasaas,False
3369,ieda_castilho,False
3370,m_ftvalenga,False
3371,thacav.5,False
3372,wander.lmachado,Invalid
3373,adrian.snak,False
3374,henrique_28cwb,False
3375,maihbeatrizzz,False
3376,sa.brinas2,False
3377,16h35min,True
3378,041_wdaniel,False
3379,lari_romer0,False
3380,thami_avc,False
3381,deborakitzinger,True
3382,lana.s.marques,False
3383,beatriz.c.k,False
3384,eijhowsb,False
3385,willianlalenda2,Invalid
3386,yumiyasmine,False
3387,luan_emanuel_six,False
3388,isa.dmaia,False
3389,neptumond,False
3390,bmarauj,False
3391,nanda.babi,False
3392,mirian.maciel1,Private
3393,renanuchoac,False
3394,guhh.21,False
3395,denisescremin,Private
3396,giovannamfran_,False
3397,jessi.btt,False
3398,ivanildadionizio,False
3399,bernardovieira_hotwlheels_,Invalid
3400,mirelly_nichak,False
3401,edfisicautfpr,False
3402,_martinhos,False
3403,vini.mink,False
3404,bevigvs,False
3405,nicky.santoss,False
3406,kethyn_nunes,True
3407,zzy80x,False
3408,macielkrol,False
3409,tonidantas,False
3410,luisacoelho.__,False
3411,llemaziul,True
3412,alefonseca5036,False
3413,preparacursocwb,False
3414,cleonicewitt,False
3415,leilapugnaloni,False
3416,yanarafurtado,False
3417,taisde0liveira,Private
3418,juliac.l,False
3419,_sayuriyamamoto,False
3420,gabrielpachecodearaujo,False
3421,fabiolatbl620,False
3422,luciana.franca.9250,False
3423,gabfmello,False
3424,gabislibs,False
3425,eduardo__angeli,True
3426,lacasadimoveis,False
3427,gabriel.rbermudez,False
3428,orodrigomes,Private
3429,silwanforte,False
3430,karenugulino,False
3431,nathaly_ranye,False
3432,ianqrz_,False
3433,bernardo_r05,False
3434,anaasenger_,False
3435,sth_costa,False
3436,cristina_szemczak,False
3437,massuqueto.corretora_imoveis,False
3438,lucashemannhorn,False
3439,santorregoh,False
3440,giullia.sg,False
3441,sofiasantos_fortunato,False
3442,4evmitski,True
3443,manubittencour_,False
3444,gisele.resende.3114,False
3445,apenasumisra_,True
3446,glo_mpf,False
3447,pedro_henriqu3kk,False
3448,leo_olek,False
3449,lucas.oliveiraaa__,False
3450,narizinho_3003,False
3451,duda.cannav,False
3452,jucelene_policarpo,False
3453,edison.jrr,False
3454,leonardofreire83,False
3455,sidinei.almeida.56,False
3456,vivi.franca.503,False
3457,vitorzottis,False
3458,franmayer91,False
3459,andrei.cunico,False
3460,o_camileee,False
3461,dafnebrunos,False
3462,fguzellacordeiro,False
3463,_dsatvd_33,False
3464,pbloungebar,False
3465,mlisboa.jpg,False
3466,letrasutfprpb,True
3467,lyaninha01,True
3468,mae_fran2019,False
3469,_jeancarvalh0,False
3470,daymichele2020,False
3471,rubiabottini,False
3472,hotelembaixadorcuritiba,False
3473,grama1002.oficial,False
3474,ryanwuicik_,False
3475,gabriela.stefanes,False
3476,joaomantagute,False
3477,gremarangon,False
3478,beatrizham_,False
3479,041_gih.n,Deleted
3480,angelitamedeiros,False
3481,maekartheefirst,False
3482,marilizenogas,False
3483,rafael_bere,False
3484,heline_reis,False
3485,ocineidesilva,False
3486,nathh.jpg,True
3487,muzicajoao,False
3488,__.luixx,False
3489,violett_liz,False
3490,livia_pld,False
3491,lary_sil_barreto,False
3492,leh_tieppo_,False
3493,marilzasilva_1806,False
3494,vitor.isaias.33,False
3495,hellen_jb,Error
3496,aryl_27,False
3497,walleskab,False
3498,ericagmz_,False
3499,marlonferrari1974,False
3500,c.g_giovanna,False
3501,fabinho83costa,False
3502,leticfonseca,False
3503,o_markilaxx,False
3504,profvanessadavanso,False
3505,tiago_bloot,False
3506,lauramartinssv,Private
3507,_sosoyo,False
3508,alex_g_s_s,False
3509,evelin_iachinski,Private
3510,jaquelinegarciari,True
3511,stibagi,False
3512,mais1cafe.inacio,False
3513,pietraguerrap,False
3514,leo.f.83,False
3515,isareichardt,False
3516,fehgomesmm,False
3517,beatrizmaestri_,False
3518,_carolinexy,False
3519,lauraoliveira2450,False
3520,matheus_prot,False
3521,marialuizacsi,False
3522,matthewmaia13,False
3523,machinieviss_viva,False
3524,li_docarmo,False
3525,leosilverio.s,False
3526,_jennyfermelo_,False
3527,luluzen_santos,False
3528,camillymurback,False
3529,camibuzz,False
3530,reh.lopes_,False
3531,juh.rpacheco,False
3532,isabela__cs,False
3533,julea_dornas,False
3534,kamikruger,False
3535,diogoo_ribeiroo,False
3536,tanaka_hkr,False
3537,_bajdiuk,False
3538,pedro.fiori,False
3539,j0ta_41,False
3540,larasenco,Private
3541,natalpaulocezar,False
3542,renan_garcia041,False
3543,jessica.barbosag,False
3544,vfransant,False
3545,vilmara_silvino,False
3546,daianeps_34,False
3547,sarahmaneira,False
3548,inkyyyy_art,False
3549,bella_mnek,False
3550,tamyris_kferreira,False
3551,mirian_alvescwb,Private
3552,mthneves,False
3553,danielapimentanascimento,False
3554,crisdiasdeoliveira,False
3555,diegodaoliveira,False
3556,tomatangelo,False
3557,pam.moraess_,True
3558,civil_utfprct,False
3559,anna_karolina_oliveira,False
3560,tay_wen,False
3561,stroscheinfabiane,False
3562,marciojza,False
3563,eduardapodanoski,Private
3564,bfrpereira,False
3565,shiruba_patorikkyun,Deleted
3566,kkyna,False
3567,abipireyek,True
3568,gabrieloaguiar,True
3569,luchtenbergmarisa,False
3570,gabriel_buzo_,False
3571,vitalinosirlene,False
3572,superesqui13,False
3573,jaccarbon,False
3574,miriam.kohls,False
3575,kellymesquitaribas,False
3576,miguel_straube,False
3577,emerson_fut5,False
3578,sirleiischuenck,False
3579,katharinne99,False
3580,gabriela69316,False
3581,lucharney_,False
3582,brunoreisfagundes,False
3583,freitasjaque972,False
3584,esnowt_,False
3585,mariafatimaferreiralucas,False
3586,priimay,False
3587,marcosaosantos,False
3588,ocentrodecuritiba,False
3589,bar_do_didi_crush,False
3590,_dreizel_,False
3591,anajgunha,False
3592,_abanananda,False
3593,the__andie,False
3594,yuridemeira,Private
3595,lmromanp,False
3596,adrianatitgens,False
3597,suzyhrodrigues,False
3598,magdarao0106,True
3599,camilifioreze,False
3600,militaedz,False
3601,pedroh_araujoo,False
3602,_amanda_crispim,False
3603,willixnnn,False
3604,lice_maria_05,False
3605,botanicartenaescola,False
3606,moniquecristinaferreira,False
3607,_nicolas.trevisan_,False
3608,alimenta_lizi_nutriepedagoga,False
3609,felipe_dipei,False
3610,julianaaaaruy,False
3611,vitoriusline,False
3612,maxplank1888,False
3613,may8.kt,False
3614,bar_thos,False
3615,ester_br14,False
3616,guilherme_munoz,False
3617,rafaellancas,False
3618,_eopedrao_,False
3619,m.merink,False
3620,yokoisabela,False
3621,ft.alinebarbosa,False
3622,giz_utfpr,False
3623,leobettio,False
3624,isadoramauer,False
3625,lunalange_,False
3626,josepaulobatistella,False
3627,lilienegondim,False
3628,julia.borges.piovezan,False
3629,maricotasvivi_sreserveddix,False
3630,bia.sotozono,Private
3631,mari_diboku,False
3632,mendesnapaula,False
3633,thaayygs,False
3634,sandra.safiano,False
3635,herino_13,False
3636,sarahdrugo_lopes,False
3637,gabriel_eickhoff,False
3638,naty_saiter,False
3639,strawberriestokyo,False
3640,carolherino,False
3641,renatapessi,False
3642,fl.engenhariacivil,False
3643,karimscharf,False
3644,nara_oski,False
3645,fabio.gmz7,Private
3646,fabriciareiss_,False
3647,carol.bregolato,False
3648,1985rudy,False
3649,gois_henri,False
3650,mar.cobee,False
3651,igoreduz,False
3652,rayane_almeida029,False
3653,bellaleichinoski,False
3654,matheus.pach,False
3655,kamilyenes,False
3656,v_captzan,False
3657,tali_tah,True
3658,choco_thony,False
3659,umanuvembf,False
3660,lais.franciny,False
3661,marcosmilleo,False
3662,nataliaffigura,False
3663,gb_mondin,False
3664,lucas_studyposts,False
3665,verafr,Private
3666,thales.a__,False
3667,camilavelosomachado93,False
3668,alessandragentilfreire,False
3669,luhsemiao,False
3670,mlk_mateus07,False
3671,gaby_veschultz,False
3672,aldoe.visinoni,False
3673,anadcapri,False
3674,ittsmelx,False
3675,lipess__83,False
3676,vihvick_sz,False
3677,cintialolitaa,False
3678,sabadin_ge,Private
3679,karine_pellesantos,False
3680,teodora.rd,False
3681,_luanfelipe01,False
3682,yasmioleta,True
3683,meligeuss,False
3684,stx.mendes7,False
3685,lash_gabyandrade,False
3686,ddreivie,False
3687,almeidaernestina,Invalid
3688,gus_adias,False
3689,fernanda_karin22,Private
3690,dudamissau,False
3691,roslainelima,False
3692,fabianicristinalima,False
3693,dani___manfredi,False
3694,celiagarzuze,False
3695,_biapiress,False
3696,juan_colaco,False
3697,aksenenpedro__,False
3698,geovanna_claro,False
3699,_6tor_,False
3700,dixx_saraaa.__,False
3701,allyce_oliveira0810,False
3702,_vini.vsz,False
3703,crisvieira3481,False
3704,wm.garp,False
3705,czzmola,Error
3706,manuzice,False
3707,rafa_lelaaa,Private
3708,eran_goncalves,False
3709,itsprettyjon,False
3710,isabeladelazeri,Private
3711,heitor_yn,False
3712,derickwasik,False
3713,fefe_0liv,False
3714,rafael_motoyama,False
3715,_elvyslima,False
3716,gih_reeis,False
3717,barbie.louise.m,False
3718,campbell__a.g,False
3719,pedroluiznm,False
3720,edilane.psantos,False
3721,je_thais04,False
3722,bubblebox.aguaverde,False
3723,beatrizyamane,False
3724,lg_dosreis,False
3725,mylenarc5,False
3726,locatiz_bruno,False
3727,aggosta,False
3728,assaf_leo,False
3729,malu.boldrin,False
3730,isab_cruz,True
3731,zehnhachi,Private
3732,nick2005813,True
3733,_.josuerocha._,False
3734,dimitrivisi,False
3735,babychristiger,False
3736,ampss007,False
3737,kerlyagosta,False
3738,_thalia.or,False
3739,andyfpi,False
3740,oojoao.gabriel,False
3741,ifc.oficial.ibirama,False
3742,lomeusophia,False
3743,taifrancox,False
3744,saudebucal90,False
3745,jujumacedo_s,False
3746,guilhermedamrat,False
3747,willidoliver,False
3748,deniseribeiropacheco,False
3749,sillass.n,False
3750,lailacaarvalho,False
3751,caio_e.rocha,False
3752,dkaren_28,False
3753,_nataligaia,False
3754,patriciasaporiti,False
3755,mirian_mioliveira,False
3756,suzianests,False
3757,militao.dib,False
3758,georgiambcsch,False
3759,antonyy_scar,False
3760,herichvini,False
3761,rafacoradin,False
3762,_bolzzoni_,False
3763,danielle_alvesdefreitassantos,False
3764,coffefon,Private
3765,alvaroaugusto2020,False
3766,thiagoslompo,False
3767,_yan_mello_,False
3768,joao_vitorribeiroo,False
3769,aurora_dantas1504,False
3770,ojonpe,False
3771,andre__mi.rey,False
3772,normano_jr,False
3773,cibely_gdo,False
3774,laurav.vieira,False
3775,guaxenim,False
3776,di.santos.54390,False
3777,labaribass,False
3778,mabellastore.loja,False
3779,nicoleasinellii,False
3780,cauacbatista,False
3781,joseemed.silva,False
3782,caiqfrrz,False
3783,marcos_schnee,False
3784,imcassiana,False
3785,sahallz,False
3786,annymary_ts,False
3787,amandamcs_,Private
3788,calqui_,True
3789,manumarqueno,False
3790,clari_dumke,Private
3791,schuenksarah,False
3792,jakelcordeiro,False
3793,igorcope,False
3794,souokaue,False
3795,m.a.u.reen_njuguna,False
3796,karoliny_carv,False
3797,kauanziiinhoo_,False
3798,_kaikvsk,False
3799,pablolicz,Private
3800,vikiss_sz,False
3801,cami_rcs,False
3802,maria_juchok,False
3803,ri_chuamba,False
3804,juh_3004,False
3805,carolinezanelli,False
3806,henrique_g_lenzi,False
3807,sara_cardoso25,False
3808,moisa_ferasso,False
3809,_ferpedroza_,False
3810,leti.furuta,False
3811,i.sabellaam,False
3812,brunnonogaroli,False
3813,campos.ni_,False
3814,muriloobf,False
3815,nayaradyovana,False
3816,drey0019,False
3817,elt9n1,False
3818,dionderek2,False
3819,juliavlopes,Private
3820,samuel.piaceski,False
3821,souzajakeh,False
3822,mar_iria,False
3823,samantaflor1991,False
3824,_.gustavuga._,False
3825,gustavopadilhah,False
3826,lynggaardy,False
3827,pibid20023,False
3828,klosienski.maluf,False
3829,aifos_r.c,Private
3830,elian_xxi,False
3831,thaiss.pinheiroo,False
3832,soulnegro_,False
3833,felps_cury,False
3834,paloma_kailaine,False
3835,adiideaguiar,False
3836,aikoohya,False
3837,angelamjcorrea,False
3838,juh.delara,False
3839,brulang,False
3840,marcia_tomazezeski_,False
3841,laura.wasshimi,False
3842,_moreonetime,False
3843,dra_simone_almeida,False
3844,malu.escuissato,False
3845,itsmirela__,False
3846,evelizesunshine,False
3847,_nataaliah_,False
3848,natan_bergossi,False
3849,gabriel_baccon,Private
3850,c.zuy_,False
3851,leo_dorl,Private
3852,eguawill,False
3853,marinaacampos__,False
3854,just_vivit,False
3855,esconderigioh,False
3856,flaviacrisfagundes_,False
3857,dani_ntl,Private
3858,anjosizadora,False
3859,ysabarrw,False
3860,nnahiga,False
3861,gabrielpryjma,False
3862,henrique.newt,False
3863,jpbotelho10,False
3864,spaco._,False
3865,edu_gp_,False
3866,dn.natalii,False
3867,daniel.paulek,False
3868,stfdutra,False
3869,icintiagabriella,Private
3870,pedroo_carguerra,False
3871,thaylla_s14,True
3872,murilo_brum02,False
3873,dentista.cientista,False
3874,kao_anne_,Private
3875,_lisboa.lais,False
3876,jackgomes0,False
3877,pablo_h_brida,False
3878,robrito9,False
3879,vant3th,False
3880,arthur.hk_,False
3881,paulajardimd,Private
3882,wateronmyhead,False
3883,wflores._,Private
3884,ricardoferrex,False
3885,arteliz_,True
3886,mellissa_gb,False
3887,mucazierhut_,False
3888,mateus.cleme,False
3889,pedro_birck,True
3890,matheus_buzo,False
3891,hesme_souza,False
3892,vanessa.g0ncalves,False
3893,orion.days,False
3894,artur.durigan,False
3895,y__marchese,False
3896,rafaelatsan_,False
3897,_ferh,False
3898,napaulii_,False
3899,daniel.gperes,False
3900,saah_batista97,False
3901,vera.roberta.522,False
3902,roseli_afcavalcante,False
3903,carlos_schutzpp,False
3904,kaah_lut,False
3905,_mattosgs_,False
3906,profhenriquegoulart,False
3907,daniel_moraes1,False
3908,deividfgl,False
3909,victhoryateixeira,False
3910,suelen.fariass,False
3911,sofshikari,False
3912,helena.stroparo,False
3913,kryslemes_,False
3914,fabiogrigollo,False
3915,gabriela_bonizolli_da_silva,Private
3916,_sofianasser,False
3917,fer.bb,False
3918,viniciusall,False
3919,jp.volci,False
3920,professorafolquenim,True
3921,sabrina.mzpp,False
3922,_guigrks,False
3923,karinyfontanella,False
3924,alexandreb.0,False
3925,mar.cavallin,False
3926,aureliomel,False
3927,lucasleitemperguer,False
3928,msilva_markinh,False
3929,heloiza_zacchi,False
3930,anmari.idk,False
3931,wtfaream,False
3932,jacielykravetz,False
3933,carolineheyy,False
3934,taffaarel,False
3935,josiah_vargas,False
3936,chrisstrevs,False
3937,aphrodite_borba,False
3938,lany_tecnologia,False
3939,dionathanbetim,False
3940,luisa_bianchinii,False
3941,ana_sadlovski,False
3942,nry.exe,False
3943,feliipe.barbosaa,False
3944,alinneanaale,False
3945,profrodrigo,False
3946,enzocodc,False
3947,lyra.natralha,False
3948,ferrazzagoncalves,False
3949,juliah_schneider,False
3950,julianefxharder,False
3951,sabrinaa_bonini,False
3952,julia._rabelo,False
3953,calistogalilei,Private
3954,shakespearenaeducacao.utfpr,False
3955,janinha_miranda,Private
3956,luciana.leyte,False
3957,feh_marcondes22,False
3958,deivis_nl,False
3959,xaldrecorrea,False
3960,hpmuniz,False
3961,ro_mneves,False
3962,kellenkarolline26,False
3963,taina.lady.fox,False
3964,biih_._,False
3965,felipebsilva__,False
3966,prirumor,False
3967,arthursan1029,False
3968,helzymarcm,False
3969,lanaarumor,False
3970,murilo_amstaldem,False
3971,matheus_sussai,False
3972,luizzaborba,False
3973,biondogih,False
3974,vii.marisoares,False
3975,goldenparkcuritiba,False
3976,nacionalinnestacao,False
3977,ohh.pretinha_,False
3978,paulla.jade,True
3979,catherinemoroarquitetura,False
3980,gibbsdrel,False
3981,maricosteds,False
3982,mkoginski,False
3983,jp_pj016,False
3984,_biancsouza,False
3985,rebeca.leal283,True
3986,c_andressaa,False
3987,rayanestier,False
3988,7evelyn.andrade,False
3989,marelosophy,False
3990,rodrigo_tiago_bilow,False
3991,rafaelgumoreira,False
3992,ashleyyy.rosa,False
3993,_julejule,False
3994,mensagemparabolsonaro,False
3995,diego.spires,False
3996,simone2696,False
3997,_vivsiv,True
3998,leticia_r_p,False
3999,giovannawunsche,False
4000,math_knoblauch,False
4001,rafaelcasimiroca,False
4002,brunofe._,False
4003,beatrizbelfort,False
4004,pascoacaseira2023,False
4005,giovannicursi_,False
4006,melbbertolini,False
4007,viniciusedugl,False
4008,isabelcouto,False
4009,italoahartungpinhatar,False
4010,andreym_ribeiro,False
4011,duda_dumke,False
4012,ludy.milla.silva,False
4013,hildavictoriacarrasco,False
4014,malu.leejones,False
4015,lemiyake02,False
4016,eve19942014,Private
4017,lary_ianoski,False
4018,adrianainescorrea,False
4019,jf.casado,False
4020,phdluizafreire,False
4021,eloizadeoliveirarosa,False
4022,antoniobrito2435,False
4023,naypolin,False
4024,eduardo.cmb,False
4025,maik.felipe_,False
4026,claufelippe73,False
4027,leb0l4h,False
4028,hubgeoequipamentos,True
4029,kmaizah,True
4030,mcpf2004,False
4031,churrascobrasil.com.br,False
4032,theusma_francio,False
4033,jhonnchavess,False
4034,dasilvabah,False
4035,anetogm,False
4036,heitoranzolin,False
4037,thais_krukoski,False
4038,merliniestudos,False
4039,c4m1llyi,False
4040,lyliansr_,False
4041,adri.baldini,False
4042,mano._fernandes,False
4043,carol_binder,False
4044,valentrayssa,False
4045,marianschau,False
4046,louisi.moura,False
4047,irisleia_soares,False
4048,renatasousah,False
4049,caio_lopes.igs,False
4050,1506.luciana,False
4051,baddgoy,False
4052,dudangrll_,False
4053,tali_eug,False
4054,gabsprc,False
4055,mariaangelicabatista1986,False
4056,thalesgmsantana,False
4057,jpcovres,False
4058,roberto.in,False
4059,lucianofurtadocorrea,Private
4060,becker.rodrigoo,False
4061,francis_kanashiro_meneghetti,False
4062,emysantiagoo,False
4063,tatiamil,False
4064,tatiane.quimica,Private
4065,mariaelena.lena37,False
4066,dieni_pntes_,False
4067,its.rafagarcia,False
4068,arq.anakummer,False
4069,_leandro92,False
4070,heylobecky,False
4071,pretta_roze,False
4072,mariaah_beatrix,False
4073,rafa_ellamunoz,False
4074,ferraciolimiguel,False
4075,miltonrsneto,False
4076,pedro_lins17,False
4077,miguel_escorsin,False
4078,benhur_feld,False
4079,eucamilasim,False
4080,fabianapeixotodesouza,False
4081,sofiastremell,False
4082,dramariagabrielapedreira,False
4083,dudah.lm,False
4084,__edmund0,False
4085,curitiba_dubla,False
4086,design_igoracpozza,False
4087,the_lizthe_is_here_,False
4088,nyarakaz,True
4089,cajur.r,False
